rel,path,weight,freq,neg
term16,['R_term7'],0.30395911,1326,546
term16,"['term3', 'R_term18']",0.014240378,1232,844
term16,"['term15', 'term17']",0.07081133,2102,1104
term16,"['term20', 'term6']",0.020263305,520,384
term16,"['R_term12', 'R_term6']",0.012662238,767,457
term16,"['R_term21', 'term18']",0.018928322,374,248
term17,"['R_term9', 'term21']",0.024096386,607,411
term17,"['term22', 'term19']",0.13253012,11,9
term17,"['R_term13', 'term9']",0.13253012,867,673
term17,"['term14', 'term10']",0.012048193,168,134
term17,"['R_term12', 'term2']",0.27710843,179,131
term17,"['term14', 'term0']",0.27710843,56,50
term17,"['term20', 'term10']",0.15662651,737,537
term17,"['R_term9', 'R_term24']",0.36144578,16,12
term17,"['term12', 'term1']",0.13253012,592,502
term17,"['R_term0', 'R_term21']",0.012048193,145,119
term17,"['term14', 'R_term2']",0.012048193,52,46
term17,"['R_term5', 'term7']",0.30120482,1326,1002
term17,"['R_term20', 'term10']",0.15662651,790,572
term17,"['R_term12', 'term10']",0.25301205,766,554
term17,['R_term17'],0.56626506,594,274
term17,['R_term3'],0.26506024,459,375
term17,"['R_term22', 'term8']",0.13253012,846,678
term17,"['R_term10', 'term20']",0.56626506,724,532
term17,"['term21', 'term9']",0.43373494,458,298
term17,"['term2', 'term4']",0.13253012,549,443
term17,"['R_term7', 'term5']",0.1686747,1216,962
term17,"['term25', 'term10']",0.096385542,47,31
term17,"['R_term9', 'term13']",0.42168675,958,666
term17,"['R_term25', 'term10']",0.25301205,22,18
term18,"['R_term18', 'R_term11']",0.14136126,1953,1367
term18,"['R_term18', 'term11']",0.02617801,2305,1693
term18,"['term11', 'term18']",0.02617801,1969,1371
term18,"['term15', 'term1']",0.14136126,2336,1752
term18,"['R_term1', 'term5']",0.057591623,1229,849
term18,"['R_term9', 'term18']",0.23036649,1135,709
term18,"['R_term18', 'term0']",0.089005236,654,456
term18,"['term11', 'R_term18']",0.17277487,1903,1297
term18,"['R_term9', 'term22']",0.031413613,563,363
term18,"['R_term1', 'R_term5']",0.14659686,1013,629
term18,"['term9', 'R_term18']",0.14659686,2039,1489
term18,"['R_term5', 'R_term2']",0.083769634,653,377
term18,"['term0', 'term18']",0.083769634,658,480
term18,['R_term18'],0.62827225,908,220
term18,"['term2', 'term5']",0.14136126,639,379
term18,"['R_term18', 'term9']",0.031413613,1102,696
term18,"['term0', 'R_term18']",0.031413613,735,549
term19,"['R_term5', 'R_term4']",1.0,117,99
term20,"['R_term9', 'term12']",0.24193548,661,465
term20,['R_term25'],0.13978495,12,0
term20,"['term10', 'term17']",0.11827957,890,668
term20,"['R_term8', 'term5']",0.20430108,1300,942
term20,"['R_term3', 'term1']",0.0053763441,554,470
term20,"['R_term5', 'term8']",0.15053763,1273,927
term20,"['R_term9', 'term20']",0.19892473,699,431
term20,"['R_term20', 'term9']",0.27956989,680,416
term20,"['term1', 'term1', 'term20']",0.075268817,940,692
term20,"['R_term12', 'term9']",0.032258065,665,473
term20,"['R_term11', 'term20']",0.043010753,993,735
term20,"['term1', 'term12']",0.086021505,424,324
term20,"['term0', 'R_term4']",0.0053763441,677,487
term20,"['R_term9', 'R_term20']",0.12365591,706,444
term20,"['R_term2', 'term14']",0.048387097,67,51
term20,['R_term20'],0.40322581,397,141
term21,"['R_term2', 'term13']",0.032208589,229,189
term21,"['term3', 'term10']",0.091172461,557,479
term21,"['R_term10', 'R_term21']",0.055441945,392,326
term21,"['term17', 'R_term9']",0.22494888,628,520
term21,"['R_term4', 'R_term1']",0.092819814,554,458
term21,"['R_term10', 'term17']",0.1023631,750,620
term21,"['R_term17', 'R_term9']",0.0090888434,791,659
term21,"['R_term10', 'term21']",0.016587139,473,391
term21,"['term1', 'R_term12']",0.066291752,354,298
term21,"['term12', 'term1']",0.013235628,289,245
term21,"['R_term7', 'term6']",0.059986367,1073,907
term21,"['R_term17', 'term10']",0.072824358,820,686
term21,"['term1', 'term13']",0.03652579,502,422
term21,"['R_term13', 'R_term1']",0.0094296751,508,448
term21,"['R_term21', 'term11']",0.091172461,497,407
term21,"['term0', 'term2', 'term13']",0.082197228,294,250
term21,"['term9', 'R_term17']",0.026755283,675,585
term21,"['term2', 'term4']",0.026755283,246,214
term21,"['R_term10', 'R_term3']",0.065610089,511,423
term21,"['R_term6', 'term7']",0.10526017,1098,922
term21,"['R_term10', 'term13']",0.18711656,773,617
term21,"['R_term21', 'term10']",0.17791411,447,345
term21,['R_term21'],0.22108612,171,87
term21,"['R_term13', 'term10']",0.17950466,818,672
term22,"['R_term11', 'R_term22']",0.039344262,697,511
term22,"['R_term22', 'term10']",0.10382514,637,443
term22,"['R_term10', 'term22']",0.017486339,676,478
term22,"['term21', 'term7']",0.048087432,558,460
term22,"['R_term7', 'term21']",0.22513661,842,634
term22,"['R_term21', 'R_term16']",0.016393443,947,761
term22,"['R_term10', 'term6']",0.095081967,730,596
term22,"['R_term21', 'term7']",0.06557377,808,602
term22,"['R_term13', 'term7']",0.1989071,1342,1060
term22,['R_term22'],0.44590164,294,86
term22,"['R_term0', 'term18']",0.061202186,231,205
term22,"['term2', 'term6']",0.064480874,577,447
term22,"['R_term22', 'R_term10']",0.071038251,819,615
term22,"['R_term10', 'R_term22']",0.15081967,676,474
term22,"['R_term10', 'term15']",0.10491803,994,824
term22,"['term6', 'term2']",0.016393443,681,521
term22,"['R_term22', 'term11']",0.040437158,759,563
term22,"['R_term18', 'term0']",0.067759563,262,232
term22,"['term0', 'term0', 'term22']",0.18360656,282,226
term22,"['R_term7', 'term13']",0.071038251,1326,1046
term24,['R_term5'],1.0,20,18
term25,['R_term20'],1.0,43,31
